GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,GAME_DATE,OFF_RATING,DEF_RATING,NET_RATING,OPP_TEAM_ID,OPP_TEAM_NAME,OPP_TEAM_ABBREVIATION,OPP_TEAM_CITY,OPP_OFF_RATING,OPP_DEF_RATING,OPP_NET_RATING,PTS_DIFF
0021600649,1610612747,Lakers,LAL,Los Angeles,240:00,0.552,0.172,0.236,0.356,0.481,0.313,0.202,0.186,2017-01-20,106.3,91.3,15.0,1610612754,Pacers,IND,Indiana,91.3,106.3,-15.0,13.0
0021600650,1610612757,Trail Blazers,POR,Portland,265:00,0.522,0.391,0.124,0.214,0.527,0.337,0.186,0.333,2017-01-21,112.5,109.2,3.4,1610612738,Celtics,BOS,Boston,109.2,112.5,-3.4,4.0
0021600651,1610612764,Wizards,WAS,Washington,240:00,0.473,0.363,0.106,0.265,0.557,0.253,0.193,0.277,2017-01-21,108.2,109.0,-0.8,1610612765,Pistons,DET,Detroit,109.0,108.2,0.8,-1.0
0021600652,1610612766,Hornets,CHA,Charlotte,240:00,0.561,0.268,0.132,0.143,0.528,0.17,0.134,0.091,2017-01-21,113.5,100.4,13.1,1610612751,Nets,BKN,Brooklyn,100.4,113.5,-13.1,7.0
0021600653,1610612755,76ers,PHI,Philadelphia,240:00,0.5,0.231,0.218,0.163,0.533,0.253,0.134,0.256,2017-01-21,92.2,105.6,-13.5,1610612737,Hawks,ATL,Atlanta,105.6,92.2,13.5,-17.0
0021600654,1610612756,Suns,PHX,Phoenix,240:00,0.488,0.318,0.136,0.311,0.511,0.18,0.138,0.333,2017-01-21,111.6,111.7,-0.1,1610612752,Knicks,NYK,New York,111.7,111.6,0.1,2.0
0021600655,1610612749,Bucks,MIL,Milwaukee,240:00,0.456,0.405,0.119,0.261,0.617,0.286,0.128,0.147,2017-01-21,105.3,116.4,-11.0,1610612748,Heat,MIA,Miami,116.4,105.3,11.0,-12.0
0021600656,1610612763,Grizzlies,MEM,Memphis,240:00,0.421,0.315,0.121,0.259,0.613,0.313,0.133,0.182,2017-01-21,95.7,121.4,-25.8,1610612745,Rockets,HOU,Houston,121.4,95.7,25.8,-24.0
0021600657,1610612759,Spurs,SAS,San Antonio,265:00,0.552,0.146,0.132,0.217,0.566,0.242,0.167,0.234,2017-01-21,111.2,106.8,4.4,1610612739,Cavaliers,CLE,Cleveland,106.8,111.2,-4.4,3.0
0021600658,1610612746,Clippers,LAC,LA,240:00,0.469,0.083,0.091,0.222,0.586,0.299,0.102,0.286,2017-01-21,99.5,124.9,-25.5,1610612743,Nuggets,DEN,Denver,124.9,99.5,25.5,-25.0
0021600659,1610612762,Jazz,UTA,Utah,240:00,0.5,0.381,0.137,0.238,0.571,0.221,0.174,0.111,2017-01-21,106.8,102.6,4.2,1610612754,Pacers,IND,Indiana,102.6,106.8,-4.2,9.0
0021600660,1610612758,Kings,SAC,Sacramento,240:00,0.494,0.25,0.106,0.209,0.446,0.398,0.116,0.311,2017-01-21,105.1,107.9,-2.9,1610612741,Bulls,CHI,Chicago,107.9,105.1,2.9,-3.0
0021600661,1610612753,Magic,ORL,Orlando,240:00,0.474,0.167,0.116,0.235,0.579,0.213,0.184,0.31,2017-01-22,95.1,114.2,-19.1,1610612744,Warriors,GSW,Golden State,114.2,95.1,19.1,-20.0
0021600662,1610612747,Lakers,LAL,Los Angeles,240:00,0.404,0.233,0.193,0.122,0.592,0.218,0.108,0.325,2017-01-22,78.1,132.1,-54.0,1610612742,Mavericks,DAL,Dallas,132.1,78.1,54.0,-49.0
0021600663,1610612761,Raptors,TOR,Toronto,240:00,0.44,0.422,0.099,0.156,0.563,0.354,0.151,0.2,2017-01-22,101.6,115.8,-14.2,1610612756,Suns,PHX,Phoenix,115.8,101.6,14.2,-12.0
0021600664,1610612750,Timberwolves,MIN,Minnesota,240:00,0.565,0.247,0.148,0.216,0.555,0.256,0.185,0.3,2017-01-22,109.6,111.1,-1.4,1610612743,Nuggets,DEN,Denver,111.1,109.6,1.4,3.0
0021600665,1610612764,Wizards,WAS,Washington,240:00,0.6,0.213,0.154,0.139,0.433,0.278,0.082,0.222,2017-01-23,111.8,102.1,9.8,1610612766,Hornets,CHA,Charlotte,102.1,111.8,-9.8,10.0
0021600666,1610612759,Spurs,SAS,San Antonio,240:00,0.521,0.168,0.092,0.283,0.426,0.222,0.168,0.119,2017-01-23,114.2,85.2,29.0,1610612751,Nets,BKN,Brooklyn,85.2,114.2,-29.0,26.0
0021600667,1610612746,Clippers,LAC,LA,240:00,0.583,0.262,0.116,0.238,0.472,0.295,0.08,0.182,2017-01-23,121.5,105.6,15.9,1610612737,Hawks,ATL,Atlanta,105.6,121.5,-15.9,10.0
0021600668,1610612748,Heat,MIA,Miami,240:00,0.517,0.314,0.147,0.234,0.511,0.227,0.135,0.171,2017-01-23,103.1,98.3,4.8,1610612744,Warriors,GSW,Golden State,98.3,103.1,-4.8,3.0
0021600669,1610612758,Kings,SAC,Sacramento,240:00,0.543,0.317,0.144,0.238,0.561,0.207,0.161,0.154,2017-01-23,111.9,104.5,7.3,1610612765,Pistons,DET,Detroit,104.5,111.9,-7.3,5.0
0021600670,1610612749,Bucks,MIL,Milwaukee,240:00,0.656,0.338,0.183,0.233,0.597,0.364,0.207,0.143,2017-01-23,122.3,107.2,15.0,1610612745,Rockets,HOU,Houston,107.2,122.3,-15.0,13.0
0021600671,1610612740,Pelicans,NOP,New Orleans,240:00,0.586,0.345,0.079,0.171,0.543,0.269,0.114,0.239,2017-01-23,122.5,116.2,6.3,1610612739,Cavaliers,CLE,Cleveland,116.2,122.5,-6.3,2.0
0021600672,1610612752,Knicks,NYK,New York,240:00,0.513,0.461,0.149,0.167,0.483,0.291,0.109,0.159,2017-01-23,108.6,102.0,6.6,1610612754,Pacers,IND,Indiana,102.0,108.6,-6.6,6.0
0021600673,1610612762,Jazz,UTA,Utah,240:00,0.458,0.31,0.103,0.178,0.47,0.301,0.113,0.19,2017-01-23,97.5,100.0,-2.5,1610612760,Thunder,OKC,Oklahoma City,100.0,97.5,2.5,-2.0
0021600674,1610612761,Raptors,TOR,Toronto,240:00,0.488,0.333,0.131,0.25,0.488,0.388,0.114,0.146,2017-01-24,106.7,102.4,4.4,1610612759,Spurs,SAS,San Antonio,102.4,106.7,-4.4,-2.0
0021600675,1610612755,76ers,PHI,Philadelphia,240:00,0.556,0.244,0.06,0.146,0.592,0.577,0.196,0.256,2017-01-24,121.4,113.4,8.0,1610612746,Clippers,LAC,LA,113.4,121.4,-8.0,11.0
0021600676,1610612764,Wizards,WAS,Washington,240:00,0.625,0.25,0.158,0.25,0.512,0.286,0.139,0.186,2017-01-24,121.5,107.4,14.1,1610612738,Celtics,BOS,Boston,107.4,121.5,-14.1,15.0
0021600677,1610612753,Magic,ORL,Orlando,240:00,0.453,0.235,0.188,0.24,0.5,0.39,0.134,0.143,2017-01-24,91.3,102.9,-11.6,1610612741,Bulls,CHI,Chicago,102.9,91.3,11.6,-8.0
0021600678,1610612762,Jazz,UTA,Utah,240:00,0.453,0.247,0.122,0.182,0.526,0.408,0.145,0.179,2017-01-24,94.7,106.6,-11.9,1610612743,Nuggets,DEN,Denver,106.6,94.7,11.9,-10.0
0021600679,1610612756,Suns,PHX,Phoenix,240:00,0.483,0.372,0.147,0.289,0.56,0.286,0.151,0.244,2017-01-24,108.7,112.5,-3.8,1610612750,Timberwolves,MIN,Minnesota,112.5,108.7,3.8,-1.0
0021600680,1610612758,Kings,SAC,Sacramento,265:00,0.511,0.232,0.114,0.244,0.579,0.415,0.177,0.265,2017-01-25,109.8,109.8,-0.1,1610612739,Cavaliers,CLE,Cleveland,109.8,109.8,0.1,4.0
0021600681,1610612745,Rockets,HOU,Houston,240:00,0.532,0.494,0.162,0.143,0.577,0.176,0.173,0.333,2017-01-25,104.1,115.3,-11.3,1610612738,Celtics,BOS,Boston,115.3,104.1,11.3,-11.0
0021600682,1610612748,Heat,MIA,Miami,240:00,0.548,0.301,0.129,0.171,0.519,0.325,0.146,0.105,2017-01-25,107.9,103.5,4.4,1610612751,Nets,BKN,Brooklyn,103.5,107.9,-4.4,3.0
0021600683,1610612741,Bulls,CHI,Chicago,240:00,0.5,0.277,0.07,0.267,0.62,0.229,0.141,0.171,2017-01-25,113.5,119.8,-6.3,1610612737,Hawks,ATL,Atlanta,119.8,113.5,6.3,-5.0
0021600684,1610612755,76ers,PHI,Philadelphia,240:00,0.613,0.333,0.238,0.29,0.5,0.253,0.181,0.306,2017-01-25,112.9,103.7,9.2,1610612749,Bucks,MIL,Milwaukee,103.7,112.9,-9.2,5.0
0021600685,1610612761,Raptors,TOR,Toronto,240:00,0.478,0.207,0.093,0.265,0.526,0.321,0.111,0.22,2017-01-25,102.7,112.2,-9.5,1610612763,Grizzlies,MEM,Memphis,112.2,102.7,9.5,-2.0
0021600686,1610612760,Thunder,OKC,Oklahoma City,240:00,0.516,0.308,0.149,0.245,0.484,0.198,0.112,0.173,2017-01-25,106.2,97.8,8.4,1610612740,Pelicans,NOP,New Orleans,97.8,106.2,-8.4,9.0
0021600687,1610612744,Warriors,GSW,Golden State,240:00,0.543,0.329,0.119,0.139,0.451,0.228,0.144,0.25,2017-01-25,112.0,98.8,13.2,1610612766,Hornets,CHA,Charlotte,98.8,112.0,-13.2,10.0
0021600688,1610612752,Knicks,NYK,New York,240:00,0.462,0.13,0.185,0.383,0.506,0.289,0.075,0.159,2017-01-25,97.7,110.1,-12.4,1610612742,Mavericks,DAL,Dallas,110.1,97.7,12.4,-8.0
0021600689,1610612757,Trail Blazers,POR,Portland,240:00,0.5,0.222,0.109,0.196,0.452,0.149,0.148,0.259,2017-01-25,104.2,96.9,7.3,1610612747,Lakers,LAL,Los Angeles,96.9,104.2,-7.3,7.0
0021600690,1610612760,Thunder,OKC,Oklahoma City,240:00,0.576,0.5,0.174,0.2,0.518,0.155,0.128,0.182,2017-01-26,111.4,104.6,6.8,1610612742,Mavericks,DAL,Dallas,104.6,111.4,-6.8,11.0
0021600691,1610612750,Timberwolves,MIN,Minnesota,240:00,0.506,0.333,0.13,0.136,0.58,0.21,0.187,0.176,2017-01-26,103.1,107.4,-4.3,1610612754,Pacers,IND,Indiana,107.4,103.1,4.3,-6.0
0021600692,1610612756,Suns,PHX,Phoenix,240:00,0.596,0.191,0.111,0.229,0.564,0.407,0.154,0.487,2017-01-26,120.6,130.4,-9.8,1610612743,Nuggets,DEN,Denver,130.4,120.6,9.8,-7.0
0021600693,1610612762,Jazz,UTA,Utah,240:00,0.444,0.346,0.088,0.208,0.452,0.155,0.14,0.227,2017-01-26,105.1,94.9,10.2,1610612747,Lakers,LAL,Los Angeles,94.9,105.1,-10.2,8.0
0021600694,1610612755,76ers,PHI,Philadelphia,240:00,0.603,0.41,0.198,0.079,0.593,0.346,0.223,0.188,2017-01-27,106.2,109.5,-3.3,1610612745,Rockets,HOU,Houston,109.5,106.2,3.3,-5.0
0021600695,1610612739,Cavaliers,CLE,Cleveland,240:00,0.603,0.217,0.132,0.214,0.586,0.184,0.109,0.095,2017-01-27,117.2,114.8,2.4,1610612751,Nets,BKN,Brooklyn,114.8,117.2,-2.4,8.0
0021600696,1610612758,Kings,SAC,Sacramento,265:00,0.593,0.514,0.2,0.313,0.551,0.423,0.105,0.175,2017-01-27,117.0,120.4,-3.4,1610612754,Pacers,IND,Indiana,120.4,117.0,3.4,-4.0
0021600697,1610612753,Magic,ORL,Orlando,240:00,0.489,0.207,0.12,0.149,0.652,0.169,0.101,0.184,2017-01-27,98.1,129.8,-31.7,1610612738,Celtics,BOS,Boston,129.8,98.1,31.7,-30.0
0021600698,1610612761,Raptors,TOR,Toronto,240:00,0.5,0.274,0.163,0.279,0.431,0.3,0.195,0.255,2017-01-27,104.0,88.2,15.8,1610612749,Bucks,MIL,Milwaukee,88.2,104.0,-15.8,16.0
0021600699,1610612752,Knicks,NYK,New York,240:00,0.526,0.135,0.099,0.224,0.517,0.167,0.129,0.196,2017-01-27,109.2,106.4,2.9,1610612766,Hornets,CHA,Charlotte,106.4,109.2,-2.9,3.0
0021600700,1610612748,Heat,MIA,Miami,240:00,0.511,0.124,0.121,0.171,0.442,0.321,0.208,0.214,2017-01-27,101.2,87.1,14.0,1610612741,Bulls,CHI,Chicago,87.1,101.2,-14.0,12.0
0021600701,1610612759,Spurs,SAS,San Antonio,240:00,0.459,0.341,0.123,0.235,0.586,0.151,0.141,0.304,2017-01-27,105.4,120.0,-14.6,1610612740,Pelicans,NOP,New Orleans,120.0,105.4,14.6,-16.0
0021600702,1610612764,Wizards,WAS,Washington,240:00,0.556,0.213,0.192,0.283,0.416,0.301,0.189,0.17,2017-01-27,107.3,81.1,26.2,1610612737,Hawks,ATL,Atlanta,81.1,107.3,-26.2,26.0
0021600703,1610612757,Trail Blazers,POR,Portland,240:00,0.568,0.259,0.127,0.2,0.539,0.429,0.119,0.286,2017-01-27,118.8,117.8,1.0,1610612763,Grizzlies,MEM,Memphis,117.8,118.8,-1.0,3.0
0021600704,1610612758,Kings,SAC,Sacramento,240:00,0.589,0.329,0.108,0.229,0.56,0.32,0.123,0.189,2017-01-28,117.9,118.4,-0.4,1610612766,Hornets,CHA,Charlotte,118.4,117.9,0.4,3.0
0021600705,1610612748,Heat,MIA,Miami,240:00,0.613,0.288,0.119,0.237,0.539,0.135,0.129,0.31,2017-01-28,125.9,110.4,15.5,1610612765,Pistons,DET,Detroit,110.4,125.9,-15.5,13.0
0021600706,1610612749,Bucks,MIL,Milwaukee,265:00,0.477,0.368,0.148,0.205,0.494,0.337,0.122,0.191,2017-01-28,99.9,105.5,-5.5,1610612738,Celtics,BOS,Boston,105.5,99.9,5.5,-4.0
0021600707,1610612746,Clippers,LAC,LA,240:00,0.512,0.268,0.143,0.17,0.712,0.174,0.109,0.273,2017-01-28,100.3,142.5,-42.2,1610612744,Warriors,GSW,Golden State,142.5,100.3,42.2,-46.0
0021600708,1610612762,Jazz,UTA,Utah,240:00,0.548,0.468,0.155,0.143,0.581,0.125,0.083,0.206,2017-01-28,113.4,120.9,-7.4,1610612763,Grizzlies,MEM,Memphis,120.9,113.4,7.4,-7.0
0021600709,1610612756,Suns,PHX,Phoenix,240:00,0.484,0.352,0.105,0.22,0.538,0.525,0.144,0.22,2017-01-28,106.6,117.7,-11.1,1610612743,Nuggets,DEN,Denver,117.7,106.6,11.1,-11.0
0021600710,1610612750,Timberwolves,MIN,Minnesota,240:00,0.554,0.344,0.105,0.271,0.524,0.294,0.142,0.122,2017-01-28,122.8,102.8,19.9,1610612751,Nets,BKN,Brooklyn,102.8,122.8,-19.9,20.0
0021600711,1610612752,Knicks,NYK,New York,340:00,0.469,0.18,0.102,0.242,0.479,0.336,0.105,0.262,2017-01-29,101.4,106.3,-4.9,1610612737,Hawks,ATL,Atlanta,106.3,101.4,4.9,-3.0
0021600712,1610612760,Thunder,OKC,Oklahoma City,240:00,0.4,0.16,0.145,0.232,0.489,0.239,0.096,0.16,2017-01-29,82.7,103.2,-20.5,1610612739,Cavaliers,CLE,Cleveland,103.2,82.7,20.5,-16.0
0021600713,1610612754,Pacers,IND,Indiana,240:00,0.569,0.299,0.099,0.189,0.476,0.301,0.153,0.239,2017-01-29,118.3,103.1,15.2,1610612745,Rockets,HOU,Houston,103.1,118.3,-15.2,19.0
0021600714,1610612764,Wizards,WAS,Washington,240:00,0.562,0.112,0.117,0.238,0.512,0.179,0.157,0.222,2017-01-29,113.3,98.3,15.0,1610612740,Pelicans,NOP,New Orleans,98.3,113.3,-15.0,13.0
0021600715,1610612761,Raptors,TOR,Toronto,240:00,0.532,0.456,0.132,0.231,0.595,0.329,0.124,0.162,2017-01-29,114.3,118.2,-3.9,1610612753,Magic,ORL,Orlando,118.2,114.3,3.9,-1.0
0021600716,1610612755,76ers,PHI,Philadelphia,240:00,0.495,0.141,0.121,0.22,0.551,0.315,0.116,0.238,2017-01-29,100.8,117.1,-16.3,1610612741,Bulls,CHI,Chicago,117.1,100.8,16.3,-13.0
0021600717,1610612759,Spurs,SAS,San Antonio,240:00,0.518,0.277,0.111,0.125,0.517,0.184,0.074,0.13,2017-01-29,101.9,110.5,-8.6,1610612742,Mavericks,DAL,Dallas,110.5,101.9,8.6,-4.0
0021600718,1610612757,Trail Blazers,POR,Portland,240:00,0.548,0.129,0.168,0.225,0.506,0.494,0.17,0.195,2017-01-29,103.5,106.4,-3.0,1610612744,Warriors,GSW,Golden State,106.4,103.5,3.0,-2.0
0021600719,1610612748,Heat,MIA,Miami,240:00,0.543,0.28,0.112,0.116,0.448,0.253,0.164,0.341,2017-01-30,106.0,98.3,7.7,1610612751,Nets,BKN,Brooklyn,98.3,106.0,-7.7,8.0
0021600720,1610612753,Magic,ORL,Orlando,265:00,0.479,0.198,0.105,0.212,0.505,0.286,0.114,0.196,2017-01-30,100.6,105.3,-4.7,1610612750,Timberwolves,MIN,Minnesota,105.3,100.6,4.7,-6.0
0021600721,1610612765,Pistons,DET,Detroit,240:00,0.459,0.299,0.067,0.24,0.518,0.402,0.099,0.133,2017-01-30,104.0,112.4,-8.4,1610612738,Celtics,BOS,Boston,112.4,104.0,8.4,-4.0
0021600722,1610612742,Mavericks,DAL,Dallas,240:00,0.506,0.209,0.096,0.2,0.547,0.28,0.178,0.162,2017-01-30,110.7,101.8,8.9,1610612739,Cavaliers,CLE,Cleveland,101.8,110.7,-8.9,7.0
0021600723,1610612756,Suns,PHX,Phoenix,240:00,0.453,0.527,0.179,0.277,0.588,0.3,0.183,0.256,2017-01-30,100.9,116.7,-15.8,1610612763,Grizzlies,MEM,Memphis,116.7,100.9,15.8,-19.0
0021600724,1610612764,Wizards,WAS,Washington,240:00,0.597,0.17,0.123,0.237,0.392,0.376,0.122,0.373,2017-01-31,119.9,102.6,17.2,1610612752,Knicks,NYK,New York,102.6,119.9,-17.2,16.0
0021600725,1610612761,Raptors,TOR,Toronto,265:00,0.511,0.16,0.146,0.277,0.489,0.202,0.127,0.241,2017-01-31,105.3,103.6,1.7,1610612740,Pelicans,NOP,New Orleans,103.6,105.3,-1.7,2.0
0021600726,1610612758,Kings,SAC,Sacramento,240:00,0.395,0.302,0.112,0.169,0.529,0.259,0.143,0.239,2017-01-31,84.3,107.5,-23.2,1610612745,Rockets,HOU,Houston,107.5,84.3,23.2,-22.0
0021600727,1610612759,Spurs,SAS,San Antonio,240:00,0.471,0.442,0.155,0.208,0.394,0.376,0.187,0.231,2017-01-31,98.4,87.8,10.6,1610612760,Thunder,OKC,Oklahoma City,87.8,98.4,-10.6,14.0
0021600728,1610612757,Trail Blazers,POR,Portland,240:00,0.511,0.247,0.08,0.22,0.464,0.301,0.099,0.07,2017-01-31,114.9,97.0,17.8,1610612766,Hornets,CHA,Charlotte,97.0,114.9,-17.8,17.0
0021600729,1610612747,Lakers,LAL,Los Angeles,240:00,0.596,0.202,0.147,0.244,0.49,0.232,0.11,0.37,2017-01-31,117.7,115.9,1.9,1610612743,Nuggets,DEN,Denver,115.9,117.7,-1.9,4.0
0021600730,1610612753,Magic,ORL,Orlando,240:00,0.442,0.364,0.163,0.175,0.543,0.377,0.193,0.152,2017-02-01,89.5,104.9,-15.4,1610612754,Pacers,IND,Indiana,104.9,89.5,15.4,-10.0
0021600731,1610612750,Timberwolves,MIN,Minnesota,240:00,0.473,0.106,0.131,0.25,0.624,0.247,0.103,0.316,2017-02-01,97.6,129.3,-31.7,1610612739,Cavaliers,CLE,Cleveland,129.3,97.6,31.7,-28.0
0021600732,1610612761,Raptors,TOR,Toronto,240:00,0.577,0.321,0.165,0.229,0.483,0.345,0.102,0.267,2017-02-01,107.2,111.0,-3.8,1610612738,Celtics,BOS,Boston,111.0,107.2,3.8,-5.0
0021600733,1610612752,Knicks,NYK,New York,240:00,0.384,0.313,0.124,0.362,0.449,0.182,0.202,0.245,2017-02-01,90.8,86.5,4.3,1610612751,Nets,BKN,Brooklyn,86.5,90.8,-4.3,5.0
0021600734,1610612748,Heat,MIA,Miami,240:00,0.548,0.204,0.125,0.227,0.436,0.244,0.156,0.196,2017-02-01,111.2,91.0,20.2,1610612737,Hawks,ATL,Atlanta,91.0,111.2,-20.2,23.0
0021600735,1610612740,Pelicans,NOP,New Orleans,240:00,0.53,0.171,0.15,0.075,0.602,0.193,0.1,0.135,2017-02-01,97.8,117.4,-19.6,1610612765,Pistons,DET,Detroit,117.4,97.8,19.6,-20.0
0021600736,1610612755,76ers,PHI,Philadelphia,240:00,0.494,0.338,0.135,0.122,0.523,0.326,0.117,0.306,2017-02-01,98.5,119.8,-21.3,1610612742,Mavericks,DAL,Dallas,119.8,98.5,21.3,-18.0
0021600737,1610612763,Grizzlies,MEM,Memphis,240:00,0.565,0.217,0.082,0.244,0.456,0.438,0.168,0.239,2017-02-01,121.7,97.6,24.0,1610612743,Nuggets,DEN,Denver,97.6,121.7,-24.0,20.0
0021600738,1610612762,Jazz,UTA,Utah,240:00,0.532,0.346,0.169,0.268,0.5,0.342,0.185,0.205,2017-02-01,109.6,95.7,14.0,1610612749,Bucks,MIL,Milwaukee,95.7,109.6,-14.0,16.0
0021600739,1610612756,Suns,PHX,Phoenix,240:00,0.443,0.365,0.113,0.309,0.547,0.447,0.096,0.229,2017-02-01,107.1,119.6,-12.4,1610612746,Clippers,LAC,LA,119.6,107.1,12.4,-10.0
0021600740,1610612760,Thunder,OKC,Oklahoma City,240:00,0.43,0.17,0.085,0.224,0.642,0.37,0.091,0.133,2017-02-01,94.8,129.0,-34.2,1610612741,Bulls,CHI,Chicago,129.0,94.8,34.2,-28.0
0021600741,1610612744,Warriors,GSW,Golden State,240:00,0.599,0.146,0.097,0.188,0.494,0.295,0.097,0.136,2017-02-01,122.1,107.3,14.8,1610612766,Hornets,CHA,Charlotte,107.3,122.1,-14.8,15.0
0021600742,1610612764,Wizards,WAS,Washington,240:00,0.521,0.219,0.114,0.255,0.529,0.253,0.191,0.267,2017-02-02,110.2,103.2,7.1,1610612747,Lakers,LAL,Los Angeles,103.2,110.2,-7.1,8.0
0021600743,1610612745,Rockets,HOU,Houston,240:00,0.446,0.355,0.082,0.127,0.565,0.271,0.194,0.211,2017-02-02,98.6,104.5,-5.9,1610612737,Hawks,ATL,Atlanta,104.5,98.6,5.9,-5.0
0021600744,1610612759,Spurs,SAS,San Antonio,240:00,0.461,0.303,0.179,0.292,0.392,0.261,0.203,0.211,2017-02-02,96.3,79.5,16.8,1610612755,76ers,PHI,Philadelphia,79.5,96.3,-16.8,16.0
0021600745,1610612746,Clippers,LAC,LA,240:00,0.563,0.488,0.145,0.225,0.596,0.182,0.115,0.349,2017-02-02,116.3,128.0,-11.7,1610612744,Warriors,GSW,Golden State,128.0,116.3,11.7,-13.0
0021600746,1610612761,Raptors,TOR,Toronto,240:00,0.448,0.241,0.135,0.271,0.494,0.4,0.117,0.262,2017-02-03,97.7,108.4,-10.7,1610612753,Magic,ORL,Orlando,108.4,97.7,10.7,-8.0
0021600747,1610612754,Pacers,IND,Indiana,240:00,0.477,0.36,0.162,0.255,0.436,0.267,0.179,0.196,2017-02-03,101.3,91.4,9.9,1610612751,Nets,BKN,Brooklyn,91.4,101.3,-9.9,9.0
0021600748,1610612750,Timberwolves,MIN,Minnesota,240:00,0.522,0.213,0.131,0.262,0.505,0.224,0.109,0.383,2017-02-03,108.7,115.2,-6.5,1610612765,Pistons,DET,Detroit,115.2,108.7,6.5,-8.0
0021600749,1610612745,Rockets,HOU,Houston,265:00,0.531,0.255,0.106,0.17,0.52,0.18,0.138,0.259,2017-02-03,107.1,107.4,-0.3,1610612741,Bulls,CHI,Chicago,107.4,107.1,0.3,4.0
0021600750,1610612760,Thunder,OKC,Oklahoma City,240:00,0.556,0.413,0.203,0.432,0.5,0.265,0.124,0.205,2017-02-03,115.7,105.5,10.2,1610612763,Grizzlies,MEM,Memphis,105.5,115.7,-10.2,12.0
0021600751,1610612747,Lakers,LAL,Los Angeles,240:00,0.468,0.277,0.117,0.273,0.555,0.341,0.155,0.159,2017-02-03,104.5,109.4,-4.9,1610612738,Celtics,BOS,Boston,109.4,104.5,4.9,-6.0
0021600752,1610612749,Bucks,MIL,Milwaukee,240:00,0.596,0.277,0.171,0.167,0.5,0.494,0.142,0.36,2017-02-03,111.3,114.8,-3.5,1610612743,Nuggets,DEN,Denver,114.8,111.3,3.5,-4.0
0021600753,1610612758,Kings,SAC,Sacramento,240:00,0.506,0.259,0.128,0.154,0.494,0.455,0.122,0.14,2017-02-03,101.3,106.7,-5.4,1610612756,Suns,PHX,Phoenix,106.7,101.3,5.4,-2.0
0021600754,1610612757,Trail Blazers,POR,Portland,240:00,0.506,0.227,0.096,0.261,0.586,0.303,0.077,0.059,2017-02-03,110.9,118.5,-7.7,1610612742,Mavericks,DAL,Dallas,118.5,110.9,7.7,-4.0
0021600755,1610612764,Wizards,WAS,Washington,240:00,0.518,0.265,0.132,0.175,0.47,0.262,0.15,0.188,2017-02-04,106.4,91.3,15.1,1610612740,Pelicans,NOP,New Orleans,91.3,106.4,-15.1,14.0
0021600756,1610612753,Magic,ORL,Orlando,240:00,0.391,0.359,0.144,0.156,0.59,0.346,0.175,0.278,2017-02-04,88.4,116.6,-28.3,1610612737,Hawks,ATL,Atlanta,116.6,88.4,28.3,-27.0
0021600757,1610612754,Pacers,IND,Indiana,240:00,0.522,0.165,0.062,0.167,0.453,0.267,0.217,0.19,2017-02-04,108.7,86.8,21.9,1610612765,Pistons,DET,Detroit,86.8,108.7,-21.9,21.0
0021600758,1610612755,76ers,PHI,Philadelphia,240:00,0.452,0.369,0.141,0.133,0.659,0.28,0.204,0.27,2017-02-04,95.6,121.2,-25.6,1610612748,Heat,MIA,Miami,121.2,95.6,25.6,-23.0
0021600759,1610612752,Knicks,NYK,New York,240:00,0.523,0.326,0.114,0.26,0.583,0.214,0.175,0.293,2017-02-04,108.0,114.5,-6.6,1610612739,Cavaliers,CLE,Cleveland,114.5,108.0,6.6,-7.0
0021600760,1610612762,Jazz,UTA,Utah,240:00,0.549,0.296,0.148,0.239,0.506,0.22,0.103,0.07,2017-02-04,111.0,101.1,9.9,1610612766,Hornets,CHA,Charlotte,101.1,111.0,-9.9,7.0
0021600761,1610612756,Suns,PHX,Phoenix,240:00,0.478,0.33,0.159,0.286,0.677,0.427,0.153,0.257,2017-02-04,104.5,131.2,-26.7,1610612749,Bucks,MIL,Milwaukee,131.2,104.5,26.7,-25.0
0021600762,1610612759,Spurs,SAS,San Antonio,240:00,0.633,0.329,0.144,0.212,0.5,0.109,0.215,0.34,2017-02-04,124.2,94.7,29.5,1610612743,Nuggets,DEN,Denver,94.7,124.2,-29.5,24.0
0021600763,1610612750,Timberwolves,MIN,Minnesota,240:00,0.476,0.286,0.142,0.356,0.481,0.506,0.11,0.31,2017-02-04,108.1,117.4,-9.3,1610612763,Grizzlies,MEM,Memphis,117.4,108.1,9.3,-8.0
0021600764,1610612758,Kings,SAC,Sacramento,265:00,0.528,0.216,0.177,0.195,0.5,0.276,0.166,0.156,2017-02-04,101.5,97.6,3.9,1610612744,Warriors,GSW,Golden State,97.6,101.5,-3.9,3.0
0021600765,1610612761,Raptors,TOR,Toronto,240:00,0.489,0.23,0.12,0.186,0.507,0.276,0.219,0.159,2017-02-05,103.2,94.8,8.4,1610612751,Nets,BKN,Brooklyn,94.8,103.2,-8.4,8.0
0021600766,1610612746,Clippers,LAC,LA,240:00,0.476,0.333,0.128,0.182,0.511,0.227,0.111,0.191,2017-02-05,100.7,108.3,-7.6,1610612738,Celtics,BOS,Boston,108.3,100.7,7.6,-5.0
